f1_micro,f1_macro,runtime,dataset,method,seed,overlap_ratio,num_clusters
0.8663853727144867,0.8668538647342995,0.6973905563354492,ACM,RandomPartition,10,1.0,6.0
0.9111424541607899,0.9123606552177982,1.7074785232543945,ACM,GCN,11,,
0.918194640338505,0.9193020641750769,1.311143159866333,ACM,GraphSAGE,11,,
0.92524682651622,0.9260224105038474,3.0686912536621094,ACM,GAT,11,,
0.8792134831460674,0.8776657700902768,0.6371262073516846,ACM,RandomPartition,11,1.0,6.0
0.9308885754583921,0.9301837525746444,1.8548471927642822,ACM,GCN,12,,
0.9322990126939351,0.9318305582213752,1.3978338241577148,ACM,GraphSAGE,12,,
0.9294781382228491,0.9285956119797018,3.207616090774536,ACM,GAT,12,,
0.8735955056179775,0.8752773141580397,0.677093505859375,ACM,RandomPartition,12,1.0,6.0
0.9280677009873061,0.9295558514608051,1.6722257137298584,ACM,GCN,13,,
0.926657263751763,0.92797284796482,1.441049575805664,ACM,GraphSAGE,13,,
0.9337094499294781,0.9346036226770172,3.1289772987365723,ACM,GAT,13,,
0.8579465541490858,0.8560296384203867,0.6659846305847168,ACM,RandomPartition,13,1.0,6.0
0.926657263751763,0.9272481219653964,1.7136578559875488,ACM,GCN,14,,
0.923836389280677,0.92557445698524,1.372389316558838,ACM,GraphSAGE,14,,
0.9111424541607899,0.914363380802484,3.2144978046417236,ACM,GAT,14,,
0.8695652173913043,0.8730746621127746,0.6750290393829346,ACM,RandomPartition,14,1.0,6.0
0.9153737658674189,0.9128731340864452,1.7033476829528809,ACM,GCN,15,,
0.9280677009873061,0.926217636291944,1.329576015472412,ACM,GraphSAGE,15,,
0.926657263751763,0.9241777110206354,3.1119773387908936,ACM,GAT,15,,
0.849507735583685,0.853056865560792,0.6451342105865479,ACM,RandomPartition,15,1.0,6.0
0.9167842031029619,0.9170870883251964,1.623988151550293,ACM,GCN,16,,
0.92524682651622,0.9251785012144502,1.3291242122650146,ACM,GraphSAGE,16,,
0.9139633286318759,0.9145185596153187,3.1413707733154297,ACM,GAT,16,,
0.8834269662921348,0.8815622417481288,0.6775054931640625,ACM,RandomPartition,16,1.0,6.0
0.92524682651622,0.9248640026334897,1.673034906387329,ACM,GCN,17,,
0.9280677009873061,0.9275170851583324,1.4881336688995361,ACM,GraphSAGE,17,,
0.922425952045134,0.9209962126471075,3.0859107971191406,ACM,GAT,17,,
0.869198312236287,0.8719340615577176,0.6195428371429443,ACM,RandomPartition,17,1.0,6.0
0.9322990126939351,0.9305122073960738,1.7538080215454102,ACM,GCN,18,,
0.9322990126939351,0.9312148205765226,1.4246439933776855,ACM,GraphSAGE,18,,
0.9449929478138223,0.9436522000809925,3.1572020053863525,ACM,GAT,18,,
0.8804500703234881,0.8793940542260014,0.6406853199005127,ACM,RandomPartition,18,1.0,6.0
0.919605077574048,0.9179538984690736,1.687103271484375,ACM,GCN,19,,
0.922425952045134,0.9208007522565677,1.311337947845459,ACM,GraphSAGE,19,,
0.9153737658674189,0.9134943318419436,3.3921947479248047,ACM,GAT,19,,
0.870604781997187,0.8651858927109043,0.6413168907165527,ACM,RandomPartition,19,1.0,6.0
0.8419023136246787,0.8365894129554428,1.696575403213501,DBLP,GCN,0,,
